id,name,q,r,terrain,icon,colour,description
1734,"Unnamed",17,3,"Unexplored","None","rgb(85, 9, 102)",""
1735,"Unnamed",17,4,"Unexplored","None","rgb(85, 12, 102)",""
1736,"Unnamed",17,5,"Unexplored","None","rgb(85, 15, 102)",""
1737,"Unnamed",17,6,"Unexplored","None","rgb(85, 18, 102)",""
1738,"Unnamed",17,7,"Unexplored","None","rgb(85, 21, 102)",""
1739,"Unnamed",17,8,"Unexplored","None","rgb(85, 24, 102)",""
1740,"Unnamed",17,9,"Unexplored","None","rgb(85, 27, 102)",""
1741,"Unnamed",17,10,"Unexplored","None","rgb(85, 30, 102)",""
1742,"Unnamed",17,11,"Unexplored","None","rgb(85, 33, 102)",""
1743,"Unnamed",17,12,"Unexplored","None","rgb(85, 36, 102)",""
1744,"Unnamed",17,13,"Unexplored","None","rgb(85, 39, 102)",""
1745,"Unnamed",17,14,"Unexplored","None","rgb(85, 42, 102)",""
1746,"Unnamed",17,15,"Unexplored","None","rgb(85, 45, 102)",""
1747,"Unnamed",17,16,"Unexplored","None","rgb(85, 48, 102)",""
1748,"Unnamed",17,17,"Unexplored","None","rgb(85, 51, 102)",""
1749,"Unnamed",17,18,"Unexplored","None","rgb(85, 54, 102)",""
1750,"Unnamed",17,19,"Unexplored","None","rgb(85, 57, 102)",""
1751,"Unnamed",17,20,"Unexplored","None","rgb(85, 60, 102)",""
1752,"Unnamed",17,21,"Unexplored","None","rgb(85, 63, 102)",""
1753,"Unnamed",17,22,"Unexplored","None","rgb(85, 66, 102)",""
1754,"Unnamed",17,23,"Unexplored","None","rgb(85, 69, 102)",""
1755,"Unnamed",17,24,"Unexplored","None","rgb(85, 72, 102)",""
1756,"Unnamed",17,25,"Unexplored","None","rgb(85, 75, 102)",""
1757,"Unnamed",17,26,"Unexplored","None","rgb(85, 78, 102)",""
1758,"Unnamed",17,27,"Unexplored","None","rgb(85, 81, 102)",""
1759,"Unnamed",17,28,"Unexplored","None","rgb(85, 84, 102)",""
1760,"Unnamed",17,29,"Unexplored","None","rgb(85, 87, 102)",""
1761,"Unnamed",17,30,"Unexplored","None","rgb(85, 90, 102)",""
1762,"Unnamed",17,31,"Unexplored","None","rgb(85, 93, 102)",""
1763,"Unnamed",17,32,"Unexplored","None","rgb(85, 96, 102)",""
1764,"Unnamed",17,33,"Unexplored","None","rgb(85, 99, 102)",""
1765,"Unnamed",17,34,"Unexplored","None","rgb(85, 102, 102)",""
1766,"Unnamed",17,35,"Unexplored","None","rgb(85, 105, 102)",""
1767,"Unnamed",17,36,"Unexplored","None","rgb(85, 108, 102)",""
1768,"Unnamed",17,37,"Unexplored","None","rgb(85, 111, 102)",""
1769,"Unnamed",17,38,"Unexplored","None","rgb(85, 114, 102)",""
1770,"Unnamed",17,39,"Unexplored","None","rgb(85, 117, 102)",""
1771,"Unnamed",17,40,"Unexplored","None","rgb(85, 120, 102)",""
1772,"Unnamed",17,41,"Unexplored","None","rgb(85, 123, 102)",""
1773,"Unnamed",17,42,"Unexplored","None","rgb(85, 126, 102)",""
1774,"Unnamed",18,0,"Unexplored","None","rgb(90, 0, 102)",""
1775,"Unnamed",18,1,"Unexplored","None","rgb(90, 3, 102)",""
1776,"Unnamed",18,2,"Unexplored","None","rgb(90, 6, 102)",""
1777,"Unnamed",18,3,"Unexplored","None","rgb(90, 9, 102)",""
1778,"Unnamed",18,4,"Unexplored","None","rgb(90, 12, 102)",""
1779,"Unnamed",18,5,"Unexplored","None","rgb(90, 15, 102)",""
1780,"Unnamed",18,6,"Unexplored","None","rgb(90, 18, 102)",""
1781,"Unnamed",18,7,"Unexplored","None","rgb(90, 21, 102)",""
1782,"Unnamed",18,8,"Unexplored","None","rgb(90, 24, 102)",""
1783,"Unnamed",18,9,"Unexplored","None","rgb(90, 27, 102)",""
1784,"Unnamed",18,10,"Unexplored","None","rgb(90, 30, 102)",""
1785,"Unnamed",18,11,"Unexplored","None","rgb(90, 33, 102)",""
1786,"Unnamed",18,12,"Unexplored","None","rgb(90, 36, 102)",""
1787,"Unnamed",18,13,"Unexplored","None","rgb(90, 39, 102)",""
1788,"Unnamed",18,14,"Unexplored","None","rgb(90, 42, 102)",""
1789,"Unnamed",18,15,"Unexplored","None","rgb(90, 45, 102)",""
1790,"Unnamed",18,16,"Unexplored","None","rgb(90, 48, 102)",""
1791,"Unnamed",18,17,"Unexplored","None","rgb(90, 51, 102)",""
1792,"Unnamed",18,18,"Unexplored","None","rgb(90, 54, 102)",""
1793,"Unnamed",18,19,"Unexplored","None","rgb(90, 57, 102)",""
1794,"Unnamed",18,20,"Unexplored","None","rgb(90, 60, 102)",""
1795,"Unnamed",18,21,"Unexplored","None","rgb(90, 63, 102)",""
1796,"Unnamed",18,22,"Unexplored","None","rgb(90, 66, 102)",""
1797,"Unnamed",18,23,"Unexplored","None","rgb(90, 69, 102)",""
1798,"Unnamed",18,24,"Unexplored","None","rgb(90, 72, 102)",""
1799,"Unnamed",18,25,"Unexplored","None","rgb(90, 75, 102)",""
1800,"Unnamed",18,26,"Unexplored","None","rgb(90, 78, 102)",""
1801,"Unnamed",18,27,"Unexplored","None","rgb(90, 81, 102)",""
1802,"Unnamed",18,28,"Unexplored","None","rgb(90, 84, 102)",""
1803,"Unnamed",18,29,"Unexplored","None","rgb(90, 87, 102)",""
1804,"Unnamed",18,30,"Unexplored","None","rgb(90, 90, 102)",""
1805,"Unnamed",18,31,"Unexplored","None","rgb(90, 93, 102)",""
1806,"Unnamed",18,32,"Unexplored","None","rgb(90, 96, 102)",""
1807,"Unnamed",18,33,"Unexplored","None","rgb(90, 99, 102)",""
1808,"Unnamed",18,34,"Unexplored","None","rgb(90, 102, 102)",""
1809,"Unnamed",18,35,"Unexplored","None","rgb(90, 105, 102)",""
1810,"Unnamed",18,36,"Unexplored","None","rgb(90, 108, 102)",""
1811,"Unnamed",18,37,"Unexplored","None","rgb(90, 111, 102)",""
1812,"Unnamed",18,38,"Unexplored","None","rgb(90, 114, 102)",""
1813,"Unnamed",18,39,"Unexplored","None","rgb(90, 117, 102)",""
1814,"Unnamed",18,40,"Unexplored","None","rgb(90, 120, 102)",""
1815,"Unnamed",18,41,"Unexplored","None","rgb(90, 123, 102)",""
1816,"Unnamed",18,42,"Unexplored","None","rgb(90, 126, 102)",""
1817,"Unnamed",19,0,"Unexplored","None","rgb(95, 0, 102)",""
1818,"Unnamed",19,1,"Unexplored","None","rgb(95, 3, 102)",""
1819,"Unnamed",19,2,"Unexplored","None","rgb(95, 6, 102)",""
1820,"Unnamed",19,3,"Unexplored","None","rgb(95, 9, 102)",""
1821,"Unnamed",19,4,"Unexplored","None","rgb(95, 12, 102)",""
1822,"Unnamed",19,5,"Unexplored","None","rgb(95, 15, 102)",""
1823,"Unnamed",19,6,"Unexplored","None","rgb(95, 18, 102)",""
1824,"Unnamed",19,7,"Unexplored","None","rgb(95, 21, 102)",""
1825,"Unnamed",19,8,"Unexplored","None","rgb(95, 24, 102)",""
1826,"Unnamed",19,9,"Unexplored","None","rgb(95, 27, 102)",""
1827,"Unnamed",19,10,"Unexplored","None","rgb(95, 30, 102)",""
1828,"Unnamed",19,11,"Unexplored","None","rgb(95, 33, 102)",""
1829,"Unnamed",19,12,"Unexplored","None","rgb(95, 36, 102)",""
1830,"Unnamed",19,13,"Unexplored","None","rgb(95, 39, 102)",""
1831,"Unnamed",19,14,"Unexplored","None","rgb(95, 42, 102)",""
1832,"Unnamed",19,15,"Unexplored","None","rgb(95, 45, 102)",""
1833,"Unnamed",19,16,"Unexplored","None","rgb(95, 48, 102)",""
1834,"Unnamed",19,17,"Unexplored","None","rgb(95, 51, 102)",""
1835,"Unnamed",19,18,"Unexplored","None","rgb(95, 54, 102)",""
1836,"Unnamed",19,19,"Unexplored","None","rgb(95, 57, 102)",""
1837,"Unnamed",19,20,"Unexplored","None","rgb(95, 60, 102)",""
1838,"Unnamed",19,21,"Unexplored","None","rgb(95, 63, 102)",""
1839,"Unnamed",19,22,"Unexplored","None","rgb(95, 66, 102)",""
1840,"Unnamed",19,23,"Unexplored","None","rgb(95, 69, 102)",""
1841,"Unnamed",19,24,"Unexplored","None","rgb(95, 72, 102)",""
1842,"Unnamed",19,25,"Unexplored","None","rgb(95, 75, 102)",""
1843,"Unnamed",19,26,"Unexplored","None","rgb(95, 78, 102)",""
1844,"Unnamed",19,27,"Unexplored","None","rgb(95, 81, 102)",""
1845,"Unnamed",19,28,"Unexplored","None","rgb(95, 84, 102)",""
1846,"Unnamed",19,29,"Unexplored","None","rgb(95, 87, 102)",""
1847,"Unnamed",19,30,"Unexplored","None","rgb(95, 90, 102)",""
1848,"Unnamed",19,31,"Unexplored","None","rgb(95, 93, 102)",""
1849,"Unnamed",19,32,"Unexplored","None","rgb(95, 96, 102)",""
1850,"Unnamed",19,33,"Unexplored","None","rgb(95, 99, 102)",""
1851,"Unnamed",19,34,"Unexplored","None","rgb(95, 102, 102)",""
1852,"Unnamed",19,35,"Unexplored","None","rgb(95, 105, 102)",""
1853,"Unnamed",19,36,"Unexplored","None","rgb(95, 108, 102)",""
1854,"Unnamed",19,37,"Unexplored","None","rgb(95, 111, 102)",""
1855,"Unnamed",19,38,"Unexplored","None","rgb(95, 114, 102)",""
1856,"Unnamed",19,39,"Unexplored","None","rgb(95, 117, 102)",""
1857,"Unnamed",19,40,"Unexplored","None","rgb(95, 120, 102)",""
1858,"Unnamed",19,41,"Unexplored","None","rgb(95, 123, 102)",""
1859,"Unnamed",19,42,"Unexplored","None","rgb(95, 126, 102)",""
